SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence,Start Year Type,Start Day,Start Month,Start Year,End Year Type,End Month,End Day,End Year
100000668,10000030,10003990,48,48,AF/IN,,,1595,BF/IN,,,1624
100000669,10000030,10006539,31,31,AF/IN,,,1595,BF/IN,,,1629
100000672,10000030,10006924,24,24,AF/IN,,,1595,BF/IN,,,1643
100000673,10000030,10006925,11,11,AF/IN,,,1620,BF/IN,,,1643
100000675,10000030,10009786,55,55,AF/IN,,,1604,BF/IN,,,1643
100000676,10000030,10011226,48,48,AF/IN,,,1595,BF/IN,,,1624
100000678,10000031,10005550,52,52,AF/IN,,,1662,BF/IN,,,1724
100000680,10000031,10006459,43,43,AF/IN,,,1662,BF/IN,,,1727
100000681,10000031,10006462,46,46,AF/IN,,,1683,BF/IN,,,1740
100000683,10000031,10006801,36,36,AF/IN,,,1688,BF/IN,,,1740
100000685,10000031,10010282,43,43,AF/IN,,,1689,BF/IN,,,1740
100000687,10000031,10011684,64,64,AF/IN,,,1688,BF/IN,,,1740
100000688,10000031,10012335,73,73,AF/IN,,,1662,BF/IN,,,1721
100000690,10000031,10012930,16,16,AF/IN,,,1664,BF/IN,,,1736
100000692,10000033,10001306,53,53,AF/IN,,,1699,BF/IN,,,1772
100000693,10000033,10001823,23,23,AF/IN,,,1699,BF/IN,,,1709
100000695,10000033,10009958,54,54,AF/IN,,,1699,BF/IN,,,1723
100000696,10000033,10010919,20,20,AF/IN,,,1699,BF/IN,,,1708
100000699,10000034,10007264,70,70,AF/IN,,,1520,BF/IN,,,1566
100000700,10000034,10009070,45,45,AF/IN,,,1520,BF/IN,,,1564
100000701,10000034,10009851,51,51,AF/IN,,,1520,BF/IN,,,1566
100000703,10000035,10002750,24,24,AF/IN,,,1676,BF/IN,,,1707
100000704,10000035,10006972,87,87,AF/IN,,,1658,BF/IN,,,1703
100000707,10000035,10012761,18,18,AF/IN,,,1601,BF/IN,,,1707
100000708,10000036,10003152,52,52,AF/IN,,,1497,BF/IN,,,1558
100000710,10000036,10012117,52,52,AF/IN,,,1533,BF/IN,,,1558
100000711,10000037,10000293,52,52,AF/IN,,,1534,BF/IN,,,1580
100000713,10000037,10000483,19,19,AF/IN,,,1534,BF/IN,,,1579
100000717,10000037,10002779,31,31,AF/IN,,,1534,BF/IN,,,1581
100000718,10000037,10002796,14,14,AF/IN,,,1534,BF/IN,,,1581
100000720,10000037,10002935,49,49,AF/IN,,,1534,BF/IN,,,1581
100000723,10000037,10006191,15,15,AF/IN,,,1564,BF/IN,,,1581
100000724,10000037,10006370,17,17,AF/IN,,,1534,BF/IN,,,1581
100000726,10000037,10006729,70,70,AF/IN,,,1534,BF/IN,,,1581
100000727,10000037,10006948,40,40,AF/IN,,,1534,BF/IN,,,1556
100000730,10000037,10007564,22,22,AF/IN,,,1568,BF/IN,,,1581
100000732,10000037,10009683,20,20,AF/IN,,,1534,BF/IN,,,1555
100000734,10000037,10010074,45,45,AF/IN,,,1544,BF/IN,,,1581
100000736,10000037,10012117,22,22,AF/IN,,,1534,BF/IN,,,1581
100000737,10000037,10012590,38,38,AF/IN,,,1534,BF/IN,,,1581
100000739,10000038,10000229,98,98,AF/IN,,,1697,BF/IN,,,1749
100000740,10000038,10002834,50,50,AF/IN,,,1668,BF/IN,,,1749
100000743,10000038,10008038,50,50,AF/IN,,,1696,BF/IN,,,1749
100000744,10000038,10008887,64,64,AF/IN,,,1670,BF/IN,,,1749
100000745,10000038,10010265,28,28,AF/IN,,,1673,BF/IN,,,1722
100000747,10000038,10012327,71,71,AF/IN,,,1684,BF/IN,,,1749
100000748,10000038,10012482,25,25,AF/IN,,,1676,BF/IN,,,1745
100000751,10000039,10001416,25,25,AF/IN,,,1566,BF/IN,,,1643
100000752,10000039,10001417,19,19,AF/IN,,,1612,BF/IN,,,1647
100000754,10000039,10001806,18,18,AF/IN,,,1643,BF/IN,,,1647
100000755,10000039,10002827,16,16,AF/IN,,,1594,BF/IN,,,1647
100000758,10000039,10005792,15,15,AF/IN,,,1583,BF/IN,,,1646
100000759,10000039,10007039,44,44,AF/IN,,,1537,BF/IN,,,1633
100000760,10000039,10007175,22,22,AF/IN,,,1573,BF/IN,,,1645
100000762,10000039,10008112,44,44,AF/IN,,,1537,BF/IN,,,1647
100000764,10000039,10011670,33,33,AF/IN,,,1600,BF/IN,,,1647
100000766,10000039,10012342,15,15,AF/IN,,,1638,BF/IN,,,1647
100000767,10000040,10000564,17,17,AF/IN,,,1660,BF/IN,,,1694
100000768,10000040,10001692,48,48,AF/IN,,,1660,BF/IN,,,1710
100000771,10000040,10007578,16,16,AF/IN,,,1693,BF/IN,,,1718
100000772,10000040,10008029,65,65,AF/IN,,,1660,BF/IN,,,1718
100000774,10000040,10009740,48,48,AF/IN,,,1660,BF/IN,,,1697
100000775,10000040,10009916,15,15,AF/IN,,,1660,BF/IN,,,1711
100000779,10000040,10012457,23,23,AF/IN,,,1684,BF/IN,,,1718
100000784,10000041,10002800,13,13,AF/IN,,,1624,BF/IN,,,1642
100000785,10000041,10003972,37,37,AF/IN,,,1663,BF/IN,,,1693
100000789,10000041,10007965,51,51,AF/IN,,,1624,BF/IN,,,1678
100000790,10000041,10008112,45,45,AF/IN,,,1624,BF/IN,,,1647
100000808,10000042,10002534,44,44,AF/IN,,,1689,BF/IN,,,1722
100000809,10000042,10002535,51,51,AF/IN,,,1689,BF/IN,,,1748
100000810,10000042,10002928,23,23,AF/IN,,,1689,BF/IN,,,1710
100000812,10000042,10003226,48,48,AF/IN,,,1689,BF/IN,,,1748
100000813,10000042,10003607,16,16,AF/IN,,,1698,BF/IN,,,1748
100000815,10000042,10003779,32,32,AF/IN,,,1689,BF/IN,,,1748
100000816,10000042,10003993,42,42,AF/IN,,,1689,BF/IN,,,1748
100000818,10000042,10004432,22,22,AF/IN,,,1689,BF/IN,,,1747
100000819,10000042,10004654,35,35,AF/IN,,,1689,BF/IN,,,1744
100000820,10000042,10004813,27,27,AF/IN,,,1689,BF/IN,,,1724
100000822,10000042,10005000,47,47,AF/IN,,,1689,BF/IN,,,1748
100000823,10000042,10005364,28,28,AF/IN,,,1689,BF/IN,,,1748
100000825,10000042,10006161,24,24,AF/IN,,,1689,BF/IN,,,1748
100000826,10000042,10006408,46,46,AF/IN,,,1692,BF/IN,,,1748
100000827,10000042,10006845,53,53,AF/IN,,,1689,BF/IN,,,1748
100000829,10000042,10008372,56,56,AF/IN,,,1697,BF/IN,,,1748
100000830,10000042,10008537,41,41,AF/IN,,,1695,BF/IN,,,1748
100000832,10000042,10008645,25,25,AF/IN,,,1689,BF/IN,,,1748
100000833,10000042,10009954,12,12,AF/IN,,,1689,BF/IN,,,1723
100000786,10000041,10004363,16,16,AF/IN,,,1624,BF/IN,,,1692
100000787,10000041,10004751,46,46,AF/IN,,,1637,BF/IN,,,1637
100000835,10000042,10011206,46,46,AF/IN,,,1689,BF/IN,,,1731
100000836,10000043,10000050,56,56,AF/IN,,,1519,BF/IN,,,1587
100000837,10000043,10001311,41,41,AF/IN,,,1525,BF/IN,,,1584
100000839,10000043,10002309,39,39,AF/IN,,,1519,BF/IN,,,1556
100000840,10000043,10002357,34,34,AF/IN,,,1519,BF/IN,,,1557
100000842,10000043,10004190,15,15,AF/IN,,,1519,BF/IN,,,1587
100000843,10000043,10004588,11,11,AF/IN,,,1535,BF/IN,,,1587
100000844,10000043,10006585,50,50,AF/IN,,,1529,BF/IN,,,1587
100000848,10000043,10013164,13,13,AF/IN,,,1573,BF/IN,,,1587
100000849,10000044,10006462,43,43,AF/IN,,,1697,BF/IN,,,1760
100000855,10000044,10007810,31,31,AF/IN,,,1697,BF/IN,,,1761
100000856,10000044,10011034,45,45,AF/IN,,,1697,BF/IN,,,1761
100000858,10000045,10000336,24,24,AF/IN,,,1662,BF/IN,,,1692
100000859,10000045,10001174,24,24,AF/IN,,,1662,BF/IN,,,1705
100000860,10000045,10001419,23,23,AF/IN,,,1662,BF/IN,,,1691
100000862,10000045,10004378,20,20,AF/IN,,,1667,BF/IN,,,1720
100000863,10000045,10004814,51,51,AF/IN,,,1682,BF/IN,,,1720
100000865,10000045,10006364,18,18,AF/IN,,,1662,BF/IN,,,1720
100000866,10000045,10006462,17,17,AF/IN,,,1683,BF/IN,,,1720
100000867,10000045,10006657,17,17,AF/IN,,,1696,BF/IN,,,1720
100000869,10000045,10006919,37,37,AF/IN,,,1662,BF/IN,,,1712
100000870,10000045,10006933,11,11,AF/IN,,,1669,BF/IN,,,1720
100000872,10000045,10008587,26,26,AF/IN,,,1662,BF/IN,,,1691
100000873,10000045,10009083,22,22,AF/IN,,,1662,BF/IN,,,1676
100000875,10000045,10009831,25,25,AF/IN,,,1662,BF/IN,,,1714
100000877,10000045,10011666,43,43,AF/IN,,,1665,BF/IN,,,1714
100000878,10000045,10011735,39,39,AF/IN,,,1667,BF/IN,,,1720
100000880,10000045,10012514,14,14,AF/IN,,,1698,BF/IN,,,1720
100000881,10000045,10012887,24,24,AF/IN,,,1662,BF/IN,,,1672
100000884,10000046,10001174,20,20,AF/IN,,,1670,BF/IN,,,1705
100000885,10000046,10002479,11,11,AF/IN,,,1670,BF/IN,,,1736
100000886,10000046,10003334,22,22,AF/IN,,,1670,BF/IN,,,1693
100000889,10000046,10004813,11,11,AF/IN,,,1673,BF/IN,,,1724
100000890,10000046,10004814,19,19,AF/IN,,,1682,BF/IN,,,1738
100000892,10000046,10006364,23,23,AF/IN,,,1670,BF/IN,,,1724
100000893,10000046,10006728,17,17,AF/IN,,,1685,BF/IN,,,1738
100000895,10000046,10006933,21,21,AF/IN,,,1670,BF/IN,,,1734
100000896,10000046,10008309,33,33,AF/IN,,,1670,BF/IN,,,1674
100000899,10000046,10011277,24,24,AF/IN,,,1675,BF/IN,,,1738
100000900,10000046,10012168,19,19,AF/IN,,,1674,BF/IN,,,1702
100000901,10000046,10012728,48,48,AF/IN,,,1670,BF/IN,,,1738
100000903,10000046,10012933,18,18,AF/IN,,,1670,BF/IN,,,1701
100000905,10000048,10000054,18,18,AF/IN,,,1620,BF/IN,,,1652
100000907,10000048,10000056,24,24,AF/IN,,,1631,BF/IN,,,1661
100000908,10000048,10001581,39,39,AF/IN,,,1620,BF/IN,,,1661
100000909,10000048,10002339,19,19,AF/IN,,,1628,BF/IN,,,1661
100000914,10000048,10006896,19,19,AF/IN,,,1620,BF/IN,,,1661
100000918,10000049,10000054,12,12,AF/IN,,,1626,BF/IN,,,1652
100000920,10000049,10000056,38,38,AF/IN,,,1631,BF/IN,,,1670
100000921,10000049,10000802,12,12,AF/IN,,,1626,BF/IN,,,1691
100000923,10000049,10002339,67,67,AF/IN,,,1628,BF/IN,,,1680
100000924,10000049,10003831,26,26,AF/IN,,,1626,BF/IN,,,1688
100000925,10000049,10004628,28,28,AF/IN,,,1626,BF/IN,,,1638
100000927,10000049,10006405,47,47,AF/IN,,,1629,BF/IN,,,1690
100000928,10000049,10006643,19,19,AF/IN,,,1662,BF/IN,,,1698
100000930,10000049,10009206,13,13,AF/IN,,,1626,BF/IN,,,1683
100000931,10000049,10009419,25,25,AF/IN,,,1626,BF/IN,,,1666
100000932,10000049,10012287,31,31,AF/IN,,,1632,BF/IN,,,1698
100000934,10000050,10002249,13,13,AF/IN,,,1563,BF/IN,,,1595
100000935,10000050,10004570,56,56,AF/IN,,,1557,BF/IN,,,1595
100000937,10000050,10004907,53,53,AF/IN,,,1534,BF/IN,,,1595
100000938,10000050,10005486,28,28,AF/IN,,,1551,BF/IN,,,1595
100000940,10000050,10008467,53,53,AF/IN,,,1587,BF/IN,,,1595
100000941,10000050,10010592,43,43,AF/IN,,,1485,BF/IN,,,1593
100000942,10000050,10010786,47,47,AF/IN,,,1520,BF/IN,,,1582
100000945,10000050,10012634,41,41,AF/IN,,,1578,BF/IN,,,1595
100000946,10000050,10013163,11,11,AF/IN,,,1545,BF/IN,,,1581
100000948,10000052,10000746,13,13,AF/IN,,,1620,BF/IN,,,1638
100000952,10000052,10002088,17,17,AF/IN,,,1620,BF/IN,,,1628
100000953,10000052,10002259,42,42,AF/IN,,,1620,BF/IN,,,1638
100000955,10000052,10003058,35,35,AF/IN,,,1620,BF/IN,,,1638
100000956,10000052,10003660,18,18,AF/IN,,,1620,BF/IN,,,1638
100000958,10000052,10004613,21,21,AF/IN,,,1620,BF/IN,,,1638
100000959,10000052,10004718,16,16,AF/IN,,,1620,BF/IN,,,1638
100000961,10000052,10005397,24,24,AF/IN,,,1620,BF/IN,,,1638
100000962,10000052,10005672,43,43,AF/IN,,,1620,BF/IN,,,1638
100000964,10000052,10007152,27,27,AF/IN,,,1620,BF/IN,,,1638
100000965,10000052,10007175,31,31,AF/IN,,,1620,BF/IN,,,1638
100000966,10000052,10008580,18,18,AF/IN,,,1620,BF/IN,,,1638
100000968,10000052,10009981,35,35,AF/IN,,,1620,BF/IN,,,1638
100000969,10000052,10010979,14,14,AF/IN,,,1620,BF/IN,,,1638
100000971,10000052,10011341,21,21,AF/IN,,,1620,BF/IN,,,1638
100000973,10000052,10011660,19,19,AF/IN,,,1620,BF/IN,,,1638
100000974,10000052,10011670,20,20,AF/IN,,,1620,BF/IN,,,1638
100000987,10000054,10000055,17,17,AF/IN,,,1586,BF/IN,,,1652
100000988,10000054,10001832,14,14,AF/IN,,,1613,BF/IN,,,1652
100000989,10000054,10002929,19,19,AF/IN,,,1595,BF/IN,,,1652
100000991,10000054,10003913,50,50,AF/IN,,,1583,BF/IN,,,1617
100000992,10000054,10005520,21,21,AF/IN,,,1619,BF/IN,,,1652
100000993,10000054,10005843,22,22,AF/IN,,,1583,BF/IN,,,1630
100000994,10000054,10006055,12,12,AF/IN,,,1590,BF/IN,,,1649
100000995,10000054,10006147,19,19,AF/IN,,,1632,BF/IN,,,1652
100000996,10000054,10007029,12,12,AF/IN,,,1598,BF/IN,,,1652
100000997,10000054,10007175,14,14,AF/IN,,,1583,BF/IN,,,1645
100000998,10000054,10007424,14,14,AF/IN,,,1615,BF/IN,,,1652
100000999,10000054,10008014,18,18,AF/IN,,,1583,BF/IN,,,1641
100001001,10000054,10008392,50,50,AF/IN,,,1583,BF/IN,,,1642
100001002,10000054,10009098,12,12,AF/IN,,,1585,BF/IN,,,1652
100001003,10000054,10010937,50,50,AF/IN,,,1583,BF/IN,,,1616
100001006,10000054,10011730,13,13,AF/IN,,,1605,BF/IN,,,1652
100001007,10000054,10012587,13,13,AF/IN,,,1654,BF/IN,,,1652
100001008,10000054,10012756,16,16,AF/IN,,,1593,BF/IN,,,1652
100001009,10000055,10000948,13,13,AF/IN,,,1607,BF/IN,,,1668
100001011,10000055,10001329,17,17,AF/IN,,,1586,BF/IN,,,1650
100001012,10000055,10001832,16,16,AF/IN,,,1613,BF/IN,,,1663
100001014,10000055,10002929,22,22,AF/IN,,,1595,BF/IN,,,1663
100001015,10000055,10003357,18,18,AF/IN,,,1586,BF/IN,,,1606
100001016,10000055,10003649,12,12,AF/IN,,,1586,BF/IN,,,1628
100001019,10000055,10005520,62,62,AF/IN,,,1619,BF/IN,,,1668
100001020,10000055,10006055,17,17,AF/IN,,,1590,BF/IN,,,1649
100001022,10000055,10007079,12,12,AF/IN,,,1586,BF/IN,,,1649
100001023,10000055,10007175,28,28,AF/IN,,,1586,BF/IN,,,1645
100001025,10000055,10008172,36,36,AF/IN,,,1586,BF/IN,,,1668
100001026,10000055,10009098,17,17,AF/IN,,,1586,BF/IN,,,1655
100001028,10000055,10009549,52,52,AF/IN,,,1633,BF/IN,,,1668
100001029,10000055,10010012,13,13,AF/IN,,,1586,BF/IN,,,1626
100001031,10000055,10011671,48,48,AF/IN,,,1630,BF/IN,,,1668
100001033,10000055,10012587,14,14,AF/IN,,,1654,BF/IN,,,1668
100001034,10000055,10012756,23,23,AF/IN,,,1593,BF/IN,,,1653
100001036,10000056,10001218,21,21,AF/IN,,,1646,BF/IN,,,1670
100001038,10000056,10001933,20,20,AF/IN,,,1631,BF/IN,,,1666
100001039,10000056,10001934,12,12,AF/IN,,,1634,BF/IN,,,1670
100001043,10000056,10006055,11,11,AF/IN,,,1631,BF/IN,,,1649
100001044,10000056,10006707,42,42,AF/IN,,,1631,BF/IN,,,1670
100001047,10000057,10002602,97,97,AF/IN,,,1565,BF/IN,,,1620
100001048,10000057,10003331,15,15,AF/IN,,,1564,BF/IN,,,1620
100001050,10000057,10004190,13,13,AF/IN,,,1564,BF/IN,,,1603
100001051,10000057,10004612,13,13,AF/IN,,,1593,BF/IN,,,1620
100001052,10000057,10004613,39,39,AF/IN,,,1607,BF/IN,,,1620
100001055,10000057,10006733,24,24,AF/IN,,,1572,BF/IN,,,1619
100001056,10000057,10008264,38,38,AF/IN,,,1564,BF/IN,,,1613
100001058,10000057,10012025,18,18,AF/IN,,,1576,BF/IN,,,1620
100001060,10000058,10000519,15,15,AF/IN,,,1602,BF/IN,,,1637
100001061,10000058,10001405,25,25,AF/IN,,,1581,BF/IN,,,1627
100001064,10000058,10004666,24,24,AF/IN,,,1581,BF/IN,,,1626
100001068,10000058,10011681,23,23,AF/IN,,,1581,BF/IN,,,1625
100001069,10000059,10000519,15,15,AF/IN,,,1602,BF/IN,,,1651
100001070,10000059,10001405,24,24,AF/IN,,,1578,BF/IN,,,1627
100001071,10000059,10001537,24,24,AF/IN,,,1576,BF/IN,,,1636
100001072,10000059,10003693,43,43,AF/IN,,,1585,BF/IN,,,1649
100001073,10000059,10003694,26,26,AF/IN,,,1617,BF/IN,,,1651
100001075,10000059,10004666,23,23,AF/IN,,,1576,BF/IN,,,1626
100001076,10000059,10008187,17,17,AF/IN,,,1576,BF/IN,,,1622
100001078,10000059,10011386,23,23,AF/IN,,,1576,BF/IN,,,1639
100001079,10000059,10011670,68,68,AF/IN,,,1600,BF/IN,,,1649
100001080,10000059,10011681,21,21,AF/IN,,,1576,BF/IN,,,1625
100001083,10000060,10000302,19,19,AF/IN,,,1587,BF/IN,,,1592
100001084,10000060,10000375,40,40,AF/IN,,,1537,BF/IN,,,1592
100001086,10000060,10000551,72,72,AF/IN,,,1548,BF/IN,,,1592
100001087,10000060,10000596,78,78,AF/IN,,,1544,BF/IN,,,1592
100001090,10000060,10001487,34,34,AF/IN,,,1537,BF/IN,,,1592
100001091,10000060,10001688,15,15,AF/IN,,,1537,BF/IN,,,1592
100001093,10000060,10001719,26,26,AF/IN,,,1537,BF/IN,,,1582
100001094,10000060,10002100,14,14,AF/IN,,,1542,BF/IN,,,1592
100001096,10000060,10002921,48,48,AF/IN,,,1537,BF/IN,,,1592
100001098,10000060,10003139,57,57,AF/IN,,,1540,BF/IN,,,1592
100001099,10000060,10003309,48,48,AF/IN,,,1549,BF/IN,,,1592
100001101,10000060,10003613,12,12,AF/IN,,,1561,BF/IN,,,1592
100001103,10000060,10003631,12,12,AF/IN,,,1582,BF/IN,,,1592
100001104,10000060,10003799,66,66,AF/IN,,,1537,BF/IN,,,1592
100001108,10000060,10004995,61,61,AF/IN,,,1561,BF/IN,,,1592
100001109,10000060,10005017,13,13,AF/IN,,,1580,BF/IN,,,1592
100001112,10000060,10005095,16,16,AF/IN,,,1573,BF/IN,,,1592
100001113,10000060,10005431,12,12,AF/IN,,,1546,BF/IN,,,1592
100001115,10000060,10005451,21,21,AF/IN,,,1539,BF/IN,,,1592
100001116,10000060,10005452,13,13,AF/IN,,,1547,BF/IN,,,1592
100001117,10000060,10005814,20,20,AF/IN,,,1537,BF/IN,,,1578
100001120,10000060,10007206,99,99,AF/IN,,,1538,BF/IN,,,1584
100001121,10000060,10007313,31,31,AF/IN,,,1561,BF/IN,,,1581
100001123,10000060,10007880,71,71,AF/IN,,,1543,BF/IN,,,1592
100001125,10000060,10008187,99,99,AF/IN,,,1545,BF/IN,,,1592
100001126,10000060,10008192,15,15,AF/IN,,,1537,BF/IN,,,1550
100001129,10000060,10008406,35,35,AF/IN,,,1537,BF/IN,,,1592
100001130,10000060,10008415,72,72,AF/IN,,,1574,BF/IN,,,1592
100001132,10000060,10010242,20,20,AF/IN,,,1537,BF/IN,,,1566
100001133,10000060,10010573,51,51,AF/IN,,,1580,BF/IN,,,1592
100001135,10000060,10010903,14,14,AF/IN,,,1553,BF/IN,,,1592
100001136,10000060,10011115,43,43,AF/IN,,,1570,BF/IN,,,1592
100001137,10000060,10011116,85,85,AF/IN,,,1537,BF/IN,,,1591
100001140,10000060,10011123,50,50,AF/IN,,,1562,BF/IN,,,1592
100001141,10000060,10011183,21,21,AF/IN,,,1537,BF/IN,,,1583
100001143,10000060,10011386,62,62,AF/IN,,,1565,BF/IN,,,1592
100001144,10000060,10011554,32,32,AF/IN,,,1537,BF/IN,,,1570
100001145,10000060,10011555,54,54,AF/IN,,,1545,BF/IN,,,1592
100001148,10000060,10012492,61,61,AF/IN,,,1537,BF/IN,,,1590
100001150,10000060,10012674,64,64,AF/IN,,,1566,BF/IN,,,1592
100001152,10000060,10012976,15,15,AF/IN,,,1537,BF/IN,,,1592
100001153,10000060,10013288,39,39,AF/IN,,,1542,BF/IN,,,1587
100001155,10000062,10005373,44,44,AF/IN,,,1681,BF/IN,,,1719
100001156,10000062,10008159,44,44,AF/IN,,,1681,BF/IN,,,1719
100001158,10000063,10001835,20,20,AF/IN,,,1545,BF/IN,,,1598
100001159,10000063,10001836,18,18,AF/IN,,,1575,BF/IN,,,1598
100001161,10000063,10005534,12,12,AF/IN,,,1539,BF/IN,,,1598
100001164,10000063,10005537,16,16,AF/IN,,,1592,BF/IN,,,1598
100001165,10000064,10005756,44,44,AF/IN,,,1680,BF/IN,,,1731
100001167,10000065,10000088,19,19,AF/IN,,,1672,BF/IN,,,1719
100001168,10000065,10000226,18,18,AF/IN,,,1672,BF/IN,,,1696
100001169,10000065,10000254,44,44,AF/IN,,,1672,BF/IN,,,1719
100001173,10000065,10000814,48,48,AF/IN,,,1684,BF/IN,,,1719
100001174,10000065,10000992,71,71,AF/IN,,,1685,BF/IN,,,1719
100001177,10000065,10001284,33,33,AF/IN,,,1681,BF/IN,,,1719
100001181,10000065,10001522,15,15,AF/IN,,,1677,BF/IN,,,1719
100001183,10000065,10001593,12,12,AF/IN,,,1699,BF/IN,,,1719
100001184,10000065,10001735,45,45,AF/IN,,,1686,BF/IN,,,1719
100001185,10000065,10001757,22,22,AF/IN,,,1691,BF/IN,,,1719
100001187,10000065,10001770,22,22,AF/IN,,,1693,BF/IN,,,1719
100001188,10000065,10001773,44,44,AF/IN,,,1672,BF/IN,,,1688
100001190,10000065,10001811,13,13,AF/IN,,,1672,BF/IN,,,1719
100001191,10000065,10001812,12,12,AF/IN,,,1694,BF/IN,,,1719
100001192,10000065,10002074,30,30,AF/IN,,,1687,BF/IN,,,1719
100001194,10000065,10002175,23,23,AF/IN,,,1672,BF/IN,,,1719
100001195,10000065,10002195,50,50,AF/IN,,,1688,BF/IN,,,1688
100001197,10000065,10002256,12,12,AF/IN,,,1672,BF/IN,,,1719
100001198,10000065,10002446,23,23,AF/IN,,,1672,BF/IN,,,1719
100001200,10000065,10002456,31,31,AF/IN,,,1672,BF/IN,,,1719
100001201,10000065,10002496,39,39,AF/IN,,,1675,BF/IN,,,1719
100001205,10000065,10002724,20,20,AF/IN,,,1674,BF/IN,,,1719
100001206,10000065,10002732,22,22,AF/IN,,,1688,BF/IN,,,1719
100001209,10000065,10002894,47,47,AF/IN,,,1672,BF/IN,,,1719
100001210,10000065,10002952,53,53,AF/IN,,,1672,BF/IN,,,1719
100001212,10000065,10003057,33,33,AF/IN,,,1672,BF/IN,,,1719
100001214,10000065,10003135,50,50,AF/IN,,,1672,BF/IN,,,1719
100001215,10000065,10003196,48,48,AF/IN,,,1672,BF/IN,,,1719
100001216,10000065,10003387,17,17,AF/IN,,,1672,BF/IN,,,1719
100001217,10000065,10003403,23,23,AF/IN,,,1672,BF/IN,,,1719
100001220,10000065,10003770,51,51,AF/IN,,,1672,BF/IN,,,1711
100001222,10000065,10003826,11,11,AF/IN,,,1699,BF/IN,,,1719
100001224,10000065,10003891,55,55,AF/IN,,,1672,BF/IN,,,1716
100001225,10000065,10003936,42,42,AF/IN,,,1672,BF/IN,,,1719
100001226,10000065,10003937,43,43,AF/IN,,,1698,BF/IN,,,1719
100001228,10000065,10004103,52,52,AF/IN,,,1693,BF/IN,,,1719
100001229,10000065,10004191,11,11,AF/IN,,,1683,BF/IN,,,1719
100001231,10000065,10004701,53,53,AF/IN,,,1672,BF/IN,,,1719
100001233,10000065,10004807,47,47,AF/IN,,,1672,BF/IN,,,1719
100001234,10000065,10005500,60,60,AF/IN,,,1672,BF/IN,,,1710
100001238,10000065,10005822,47,47,AF/IN,,,1690,BF/IN,,,1716
100001239,10000065,10005913,26,26,AF/IN,,,1672,BF/IN,,,1715
100001242,10000065,10006040,40,40,AF/IN,,,1682,BF/IN,,,1702
100001243,10000065,10006129,28,28,AF/IN,,,1688,BF/IN,,,1719
100001245,10000065,10006339,53,53,AF/IN,,,1678,BF/IN,,,1719
100001247,10000065,10006459,53,53,AF/IN,,,1672,BF/IN,,,1719
100001248,10000065,10006644,52,52,AF/IN,,,1688,BF/IN,,,1719
100001250,10000065,10006914,12,12,AF/IN,,,1687,BF/IN,,,1719
100001251,10000065,10006940,22,22,AF/IN,,,1672,BF/IN,,,1719
100001253,10000065,10006942,20,20,AF/IN,,,1685,BF/IN,,,1719
100001254,10000065,10007114,27,27,AF/IN,,,1672,BF/IN,,,1717
100001256,10000065,10007259,40,40,AF/IN,,,1700,BF/IN,,,1719
100001258,10000065,10007364,13,13,AF/IN,,,1672,BF/IN,,,1701
100001259,10000065,10007392,43,43,AF/IN,,,1672,BF/IN,,,1719
100001261,10000065,10007690,28,28,AF/IN,,,1672,BF/IN,,,1719
100001263,10000065,10007920,53,53,AF/IN,,,1672,BF/IN,,,1719
100001265,10000065,10008087,19,19,AF/IN,,,1672,BF/IN,,,1698
100001266,10000065,10008232,31,31,AF/IN,,,1672,BF/IN,,,1719
100001267,10000065,10008326,27,27,AF/IN,,,1684,BF/IN,,,1719
100001270,10000065,10008387,31,31,AF/IN,,,1672,BF/IN,,,1719
100001271,10000065,10008451,51,51,AF/IN,,,1672,BF/IN,,,1719
100001273,10000065,10008776,47,47,AF/IN,,,1681,BF/IN,,,1719
100001274,10000065,10008883,25,25,AF/IN,,,1672,BF/IN,,,1719
100001275,10000065,10009113,67,67,AF/IN,,,1683,BF/IN,,,1719
100001278,10000065,10009224,28,28,AF/IN,,,1672,BF/IN,,,1719
100001279,10000065,10009259,11,11,AF/IN,,,1672,BF/IN,,,1719
100001281,10000065,10009550,51,51,AF/IN,,,1683,BF/IN,,,1719
100001282,10000065,10009659,99,99,AF/IN,,,1674,BF/IN,,,1719
100001285,10000065,10009748,41,41,AF/IN,,,1672,BF/IN,,,1709
100001286,10000065,10009828,98,98,AF/IN,,,1688,BF/IN,,,1719
100001288,10000065,10009951,17,17,AF/IN,,,1672,BF/IN,,,1719
100001289,10000065,10009965,65,65,AF/IN,,,1672,BF/IN,,,1719
100001291,10000065,10010008,39,39,AF/IN,,,1672,BF/IN,,,1717
100001293,10000065,10010251,13,13,AF/IN,,,1692,BF/IN,,,1719
100001294,10000065,10010501,42,42,AF/IN,,,1674,BF/IN,,,1718
100001296,10000065,10010589,27,27,AF/IN,,,1672,BF/IN,,,1713
100001298,10000065,10010718,17,17,AF/IN,,,1672,BF/IN,,,1712
100001299,10000065,10010719,22,22,AF/IN,,,1697,BF/IN,,,1719
100001303,10000065,10010930,16,16,AF/IN,,,1692,BF/IN,,,1719
100001304,10000065,10011178,48,48,AF/IN,,,1672,BF/IN,,,1719
100001307,10000065,10011294,14,14,AF/IN,,,1672,BF/IN,,,1716
100001308,10000065,10011321,51,51,AF/IN,,,1672,BF/IN,,,1719
